ticker,Company Name,Industry,sector,industry_group,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,rs_3m_pct,rs_6m_pct,avg_turnover_inr,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes,daily_setup_bucket,daily_score,final_daily_score,daily_pivot,daily_breakout_distance_pct,daily_contraction_depths_pct,daily_contraction_durations,daily_contraction_score,daily_base_duration_days,current_rank
VGUARD.NS,V-Guard Industries Limited,Electrical Equipment & Parts,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-3.57,-1.64,100884591.94,0.7,0.3,0.53,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",watchlist,7.94,12.94,342.55,-14.33,"[18.64, 7.63]","[20, 7]",0.9,38.0,437
JUBLINGREA.NS,Jubilant Ingrevia Limited,Specialty Chemicals,Basic Materials,Basic Materials,False,Cash,1,Stage 2 Failed,Stage 4,Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-06-11,2026-05-28,11.82,2.05,195620403.61,0.92,0.98,0.54,False,True,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend | Stage 2 failed state applied from stage memory.",watchlist,10.43,12.93,769.5,-19.77,"[22.79, 6.24]","[23, 14]",0.9,66.0,438
VINATIORGA.NS,Vinati Organics Limited,Specialty Chemicals,Basic Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-4.19,-6.82,86244014.23,0.87,0.5,0.58,False,True,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_volume_dryup, downtrend",watchlist,10.42,12.92,1532.48,-14.82,"[18.02, 16.23, 10.46]","[23, 15, 16]",0.95,78.0,439
SANOFI.NS,Sanofi India Limited,Drug Manufacturers - General,Healthcare,Healthcare,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-9.03,-14.32,81917653.32,0.76,0.3,0.4,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",watchlist,10.36,12.86,3566.9,-11.81,"[23.67, 14.23]","[20, 30]",0.9,62.0,440
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,Consumer Cyclical,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,1.15,-10.76,483285552.01,0.84,1.75,0.66,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.84,12.84,582.32,-10.52,"[24.35, 11.76]","[24, 30]",0.9,65.0,441
GILLETTE.NS,Gillette India Limited,Household & Personal Products,Consumer Defensive,Consumer Defensive,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-0.29,4.77,248943973.12,0.84,0.68,0.93,True,False,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",watchlist,10.22,12.72,8448.26,-9.23,"[18.92, 8.16]","[31, 19]",0.9,67.0,442
INDIAMART.NS,Indiamart Intermesh Limited,Communication Services,Communication Services,Communication Services,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-4.01,-1.79,112855461.46,0.59,1.22,0.6,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.7,12.7,2202.85,-10.65,"[14.15, 13.1]","[21, 19]",0.9,53.0,443
INDUSTOWER.NS,Indus Towers Limited,Telecom Services,Communication Services,Communication Services,True,F&O,1,Stage 2 Failed,Stage 3,Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-06-11,2026-05-26,-2.26,13.5,2908265256.1,1.12,0.69,0.96,False,False,"Stage 3, Stage 3 - Distribution/Damage, distribution_risk | Stage 2 failed state applied from stage memory.",watchlist,12.65,12.65,449.4,-8.1,"[14.94, 11.82]","[27, 15]",0.9,47.0,444
WEBELSOLAR.NS,Websol Energy System Limited,Solar,Technology,Technology,False,Cash,1,Not Sure,Not Sure,Not Sure,0.0,Not enough price history for reliable stage classification.,,,,80.98,13.16,351368412.15,0.55,0.55,0.49,True,True,"Not Sure, Not Sure, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,7.62,12.62,125.22,-20.16,[23.08],[13],0.0,13.0,445
SAPPHIRE.NS,Sapphire Foods India Limited,Consumer Cyclical,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,1.21,-18.44,250548244.33,0.74,1.53,1.08,True,False,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, downtrend",watchlist,12.56,12.56,213.07,-21.67,"[38.88, 20.19]","[34, 9]",0.9,61.0,446
MOIL.NS,MOIL Limited,Basic Materials,Basic Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,5.35,0.71,147080266.02,0.57,0.51,0.6,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,11.56,12.56,337.4,-16.23,"[22.16, 4.01]","[12, 41]",0.9,54.0,447
LUMAXTECH.NS,Lumax Auto Technologies Limited,Auto Parts,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-06-10,12.66,18.8,329251735.98,1.12,0.44,0.56,False,True,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",watchlist,11.55,12.55,1806.16,-11.22,[11.97],[5],0.0,5.0,448
MPSLTD.NS,MPS Limited,Communication Services,Communication Services,Communication Services,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,27.76,-3.85,60945317.96,0.9,0.3,0.52,False,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.55,12.55,1983.36,-10.91,"[32.16, 14.59]","[24, 18]",0.9,66.0,449
IIFL.NS,IIFL Finance Limited,Credit Services,Financial Services,Financial Services,False,Cash,1,Stage 1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,5.74,-1.75,1315620482.98,0.91,0.36,0.54,False,True,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",watchlist,12.54,12.54,535.84,-8.35,"[37.16, 15.44]","[58, 7]",0.9,73.0,450
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,Farm & Heavy Construction Machinery,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-13.13,-10.31,63956654.13,0.81,1.85,0.78,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.54,12.54,5449.52,-20.11,"[25.82, 19.34]","[24, 10]",0.9,56.0,451
POLYMED.NS,Poly Medicure Limited,Healthcare,Healthcare,Healthcare,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,14.52,-11.51,333187882.98,1.55,2.46,1.93,False,False,"Stage 4, Stage 4 - Weak/Declining, downtrend",watchlist,12.5,12.5,1712.99,-13.67,"[33.38, 16.47]","[38, 17]",0.9,56.0,452
PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,Real Estate,Real Estate,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,7.84,-7.81,847838397.13,0.65,1.21,0.6,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,12.48,12.48,1517.35,-12.66,"[32.07, 14.31]","[35, 6]",0.9,65.0,453
PURVA.NS,Puravankara Limited,Real Estate,Real Estate,Real Estate,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,9.44,-1.66,174051572.9,0.12,0.19,0.12,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.48,12.48,250.34,-18.75,"[43.22, 15.55]","[29, 22]",0.9,60.0,454
FINEORG.NS,Fine Organic Industries Limited,Specialty Chemicals,Basic Materials,Basic Materials,False,Cash,1,Stage 2 Failed,Stage 1,Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-06-11,2026-06-05,12.96,18.88,49627286.73,0.72,0.34,0.85,True,True,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base | Stage 2 failed state applied from stage memory.",watchlist,9.96,12.46,5153.9,-9.25,"[16.87, 13.9]","[28, 18]",0.9,63.0,455
HAVELLS.NS,Havells India Limited,Electrical Equipment & Parts,Industrials,Industrials,True,F&O,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-13.3,-8.81,1053745643.91,1.05,0.65,0.67,False,True,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_volume_dryup, downtrend",watchlist,7.45,12.45,1406.16,-19.71,"[20.79, 16.62]","[28, 18]",0.9,58.0,456
MAHSCOOTER.NS,Maharashtra Scooters Limited,Asset Management,Financial Services,Financial Services,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-2.36,-3.59,80689608.4,0.68,0.37,0.65,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.43,12.43,13595.0,-11.39,"[22.9, 15.77]","[34, 9]",0.9,65.0,457
CLEAN.NS,Clean Science and Technology Limited,Specialty Chemicals,Basic Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,3.4,-5.42,185877364.41,0.63,0.32,0.29,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,9.82,12.32,901.07,-17.75,"[17.2, 13.24]","[15, 17]",0.9,47.0,458
PARADEEP.NS,Paradeep Phosphates Limited,Agricultural Inputs,Basic Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,11.6,-10.71,389573000.81,0.42,0.41,0.45,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.29,12.29,138.72,-12.41,"[29.42, 16.7]","[25, 16]",0.9,71.0,459
MFSL.NS,Max Financial Services Limited,Insurance - Life,Financial Services,Financial Services,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,-5.86,3.42,971289489.17,0.87,0.49,0.69,False,True,"Stage 1, Stage 1 - Base/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",watchlist,12.26,12.26,1748.0,-10.64,"[24.25, 9.05, 9.24]","[25, 6, 6]",0.95,55.0,460
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Oil & Gas Refining & Marketing,Energy,Energy,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-1.22,-7.47,2510745574.43,0.79,1.48,0.79,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.22,12.22,413.27,-11.51,"[33.54, 8.3]","[33, 19]",0.9,69.0,461
LATENTVIEW.NS,Latent View Analytics Limited,Industrials,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-0.79,-32.01,490339033.53,0.36,0.39,0.24,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,12.2,12.2,341.45,-16.24,"[48.83, 14.32]","[33, 20]",0.9,67.0,462
SOBHA.NS,Sobha Limited,Real Estate,Real Estate,Real Estate,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-2.27,-2.3,111721688.69,0.56,0.33,0.61,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.2,12.2,1579.76,-19.27,"[27.7, 14.32]","[35, 9]",0.9,65.0,463
RHIM.NS,RHI MAGNESITA INDIA LIMITED,Metal Fabrication,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-2.66,-8.29,419688685.15,3.43,0.32,0.64,False,True,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",watchlist,7.2,12.2,426.7,-16.05,"[34.06, 12.92]","[25, 17]",0.9,56.0,464
GLOBUSSPR.NS,Globus Spirits Limited,Consumer Defensive,Consumer Defensive,Consumer Defensive,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,1.16,-0.57,59989602.57,0.58,0.45,0.5,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,12.16,12.16,971.6,-13.94,"[24.77, 20.56, 12.58]","[18, 16, 6]",0.95,56.0,465
ECLERX.NS,eClerx Services Limited,Information Technology Services,Technology,Technology,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-10.54,-29.54,415124586.82,0.7,0.49,0.59,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,12.14,12.14,1717.0,-22.14,"[44.94, 16.94, 16.19]","[37, 10, 5]",0.95,69.0,466
CYIENT.NS,Cyient Limited,Conglomerates,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-4.82,-14.15,289194735.8,1.02,2.13,1.09,False,False,"Stage 4, Stage 4 - Weak/Declining, downtrend",watchlist,11.12,12.12,991.23,-14.59,"[21.28, 15.01, 7.69]","[12, 9, 5]",0.95,44.0,467
ENDURANCE.NS,Endurance Technologies Limited,Auto Parts,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,3.4,5.53,341437865.41,0.81,0.33,0.95,True,False,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",watchlist,11.1,12.1,2827.94,-12.3,"[20.76, 7.11]","[23, 5]",0.9,41.0,468
TATVA.NS,Tatva Chintan Pharma Chem Limited,Specialty Chemicals,Basic Materials,Basic Materials,False,Cash,1,Stage 1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,,,2026-05-17,3.88,-9.59,65575354.54,1.07,0.75,0.64,False,True,"Stage 1, Stage 1 - Unclear/Repair, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",watchlist,9.6,12.1,1422.48,-18.94,"[27.93, 17.58, 16.53]","[6, 6, 7]",0.95,44.0,469
SHRIRAMFIN.NS,Shriram Finance Limited,Credit Services,Financial Services,Financial Services,True,F&O,1,Stage 3,Stage 3,Stage 3 - Distribution/Damage,0.76,"Prior strength exists, but short-term and/or weekly structure is deteriorating.",,,,-10.49,15.7,4949156657.49,0.98,0.83,0.8,False,True,"Stage 3, Stage 3 - Distribution/Damage, weekly_volume_dryup, distribution_risk",watchlist,12.04,12.04,1064.56,-16.75,"[22.07, 13.33, 11.96]","[22, 7, 5]",0.95,50.0,470
CDSL.NS,Central Depository Services (India) Limited,Capital Markets,Financial Services,Financial Services,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,1.21,-10.52,1654687226.1,0.62,0.58,0.53,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.98,11.98,1403.55,-15.2,"[20.94, 17.73]","[32, 20]",0.9,64.0,471
SBFC.NS,SBFC Finance Limited,Credit Services,Financial Services,Financial Services,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,0.92,-3.4,77955255.47,0.8,0.24,0.34,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,11.98,11.98,103.4,-13.1,"[23.68, 20.16, 12.68, 11.99]","[10, 32, 7, 6]",1.0,80.0,472
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,Software - Infrastructure,Technology,Technology,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-10.95,-32.62,339749401.17,0.41,0.36,0.32,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",watchlist,11.95,11.95,296.52,-34.34,"[39.59, 25.13]","[30, 17]",0.9,62.0,473
PNCINFRA.NS,PNC Infratech Limited,Engineering & Construction,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,1.57,-11.3,101912985.2,0.64,0.62,0.37,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,10.95,11.95,235.27,-15.87,"[34.22, 10.8]","[35, 8]",0.9,57.0,474
PETRONET.NS,Petronet LNG Limited,Oil & Gas Refining & Marketing,Energy,Energy,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,-5.58,8.73,822555033.31,1.28,3.39,1.27,False,False,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_strong, downtrend",watchlist,11.89,11.89,286.8,-8.28,"[27.9, 6.53]","[15, 27]",0.9,51.0,475
INDGN.NS,Indegene Limited,Healthcare,Healthcare,Healthcare,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,16.32,6.87,99013694.41,1.01,0.59,1.04,False,False,"Stage 1, Stage 1 - Early Turn, stage1_not_actionable, stage1_needs_more_base",watchlist,11.89,11.89,554.97,-8.69,"[19.1, 9.77]","[15, 9]",0.9,51.0,476
PRSMJOHNSN.NS,Prism Johnson Limited,Building Materials,Basic Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-2.42,-0.41,73122125.37,0.63,0.2,0.16,True,True,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",watchlist,11.89,11.89,143.69,-18.16,"[24.67, 8.28]","[22, 36]",0.9,99.0,477
PATANJALI.NS,Patanjali Foods Limited,Packaged Foods,Consumer Defensive,Consumer Defensive,True,F&O,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-11.9,-10.92,1609249451.16,1.69,1.69,1.78,False,False,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, weekly_strong, downtrend",watchlist,11.85,11.85,538.29,-22.14,"[17.58, 16.6, 7.61]","[17, 34, 14]",0.95,83.0,478
PAYTM.NS,One 97 Communications Limited,Software - Infrastructure,Technology,Technology,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,3.35,-11.27,2237387363.89,0.82,0.91,0.82,True,True,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",watchlist,11.83,11.83,1225.14,-16.49,"[28.59, 14.3, 11.0, 11.5]","[38, 7, 5, 6]",1.0,80.0,479
PDSL.NS,PDS Limited,Industrials,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,6.91,-1.91,53420107.43,0.37,0.4,0.24,True,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.82,11.82,329.0,-8.71,"[36.07, 17.93]","[33, 16]",0.9,57.0,480
JYOTICNC.NS,Jyoti CNC Automation Limited,Specialty Industrial Machinery,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,-14.3,-20.91,1225929209.35,2.04,0.47,1.83,False,False,"Stage 4, Stage 4 - Confirmed Downtrend, downtrend",watchlist,6.82,11.82,846.48,-25.23,"[26.83, 22.44]","[24, 22]",0.9,53.0,481
TBOTEK.NS,TBO Tek Limited,Consumer Cyclical,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,7.62,-13.05,99964121.45,0.86,1.57,0.65,False,True,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",watchlist,11.77,11.77,1315.0,-4.52,"[37.3, 14.03]","[27, 8]",0.9,63.0,482
